No. ,Premises,Conclusion,Support,Confidence,Laplace,Gain,p-s,Lift,Conviction
5851,"SQL, TypeScript",JavaScript,0.018832973,0.934354486,0.998702983,-0.021479293,0.01716789,11.31052817,13.97491877
5852,"AWS, Docker, Scala",SQL,0.011996648,0.934707904,0.999172618,-0.01367265,0.009240988,4.353457745,12.02741726
5853,"Python, HTML/CSS","SQL, JavaScript",0.012040753,0.934931507,0.999172654,-0.013716756,0.011575544,25.88242009,14.81327895
5854,"Python, TypeScript, HTML/CSS",Go,0.011423279,0.935018051,0.999215686,-0.01301107,0.010648962,14.75272391,14.41355112
5855,"SQL, Go, NoSQL",AWS,0.012128964,0.93537415,0.999172726,-0.013804966,0.009972855,5.62539472,12.90076534
5856,"Python, Java, Azure",AWS,0.017906761,0.935483871,0.998788246,-0.020376659,0.014723934,5.626054591,12.92270542
5857,"Python, Go, NoSQL",Kubernetes,0.011511489,0.935483871,0.999215755,-0.013099281,0.010195362,8.746484869,13.84219115
5858,"Java, AWS, TypeScript",JavaScript,0.017906761,0.935483871,0.998788246,-0.020376659,0.016325479,11.32419958,14.2195563
5859,"SQL, Java, Open Source RDBMS",Python,0.013452124,0.935582822,0.999086917,-0.015304547,0.009145535,3.123614979,10.87412971
5860,"AWS, Go, NoSQL",Docker,0.011555595,0.935714286,0.999215789,-0.013143386,0.010328435,9.416533511,14.00981098
5861,"SQL, Go",Python,0.030873726,0.935828877,0.997950557,-0.035107838,0.020992352,3.124436479,10.91582499
5862,"AWS, Kubernetes, NoSQL",Docker,0.017421603,0.936018957,0.998830916,-0.01980329,0.015572097,9.419599565,14.07652437
5863,"Kubernetes, Agile, NoSQL",AWS,0.01226128,0.936026936,0.999172834,-0.013937282,0.01008317,5.629320616,13.03240581
5864,"Java, Hive",Python,0.010982226,0.936090226,0.999258904,-0.012481807,0.007468261,3.125309039,10.96046347
5865,"AWS, Hadoop",Python,0.014863494,0.936111111,0.999001433,-0.016892339,0.010107752,3.125378769,10.96404649
5866,"Kubernetes, Scala",Java,0.014290125,0.936416185,0.999044268,-0.016230759,0.011652376,5.417546354,13.00883309
5867,"AWS, Agile, Go",Java,0.01565739,0.936675462,0.998958876,-0.017774445,0.012768064,5.419046375,13.06209662
5868,"Kafka, Snowflake",Python,0.011114542,0.936802974,0.999259001,-0.012614123,0.007560946,3.12768868,11.08407772
5869,"SQL, Java, Docker",Kubernetes,0.03338773,0.936881188,0.997828031,-0.037886473,0.029576149,8.759549352,14.14862802
5870,"Java, Go, NoSQL",AWS,0.011820227,0.937062937,0.999215994,-0.013408018,0.009722787,5.635551186,13.246931
5871,"SQL, AWS, Kubernetes",Docker,0.031623517,0.937254902,0.997952044,-0.035857628,0.02827074,9.432037458,14.35380188
5872,"Python, Java, Microsoft Azure",AWS,0.013187492,0.937304075,0.999130132,-0.014951705,0.01084804,5.637001405,13.29788074
5873,"Python, SQL, GCP",AWS,0.017156971,0.937349398,0.998873874,-0.019450448,0.014113484,5.637273977,13.30750062
5874,"Kubernetes, TypeScript",Docker,0.017245181,0.93764988,0.998873971,-0.019538658,0.015417589,9.436012309,14.44473094
5875,"AWS, Docker, Software Engineering",Kubernetes,0.013981388,0.937869822,0.999087393,-0.015833811,0.012386939,8.768792777,14.37376531
5876,"AWS, JavaScript, HTML/CSS",Java,0.011996648,0.937931034,0.99921613,-0.01358444,0.009785818,5.426310371,13.32632549
5877,"Kubernetes, Docker, RDBMS",AWS,0.010056014,0.938271605,0.999345436,-0.011379173,0.008273924,5.642820185,13.50631147
5878,"SQL, Agile, Go",Python,0.014775283,0.93837535,0.999044724,-0.016715918,0.010059173,3.132938347,11.36689214
5879,"SQL, Kubernetes, GCP",Docker,0.010761699,0.938461538,0.999302315,-0.012173069,0.009622193,9.444180409,14.63524897
5880,"Kubernetes, Go, NoSQL",Python,0.011511489,0.938848921,0.999259292,-0.01301107,0.007839,3.13451945,11.45492047
5881,"SQL, JavaScript, Go",Java,0.015613285,0.938992042,0.999002169,-0.017642129,0.012739206,5.432448731,13.55808767
5882,"Agile, GCP",AWS,0.01226128,0.939189189,0.999216335,-0.013849072,0.010090504,5.648338591,13.71011041
5883,"Agile, Scala",Python,0.01640718,0.939393939,0.998959643,-0.018524236,0.011175865,3.136339094,11.55793234
5884,"AWS, NoSQL, RDBMS",Java,0.010982226,0.939622642,0.999302468,-0.012393596,0.008961985,5.436097002,13.69969237
5885,"Kubernetes, RDBMS",SQL,0.010320646,0.939759036,0.999345607,-0.011643805,0.00796271,4.376983695,13.03590173
5886,"Go, TypeScript",JavaScript,0.015833811,0.939790576,0.999002386,-0.017862656,0.014441991,11.37633301,15.23666341
5887,"Docker, HTML/CSS",SQL,0.011026331,0.939849624,0.999302498,-0.012437701,0.008507412,4.377405613,13.05553412
5888,"Docker, HTML/CSS","SQL, Kubernetes",0.011026331,0.939849624,0.999302498,-0.012437701,0.010477322,20.08408155,15.84702069
5889,"Docker, HTML/CSS","Kubernetes, JavaScript",0.011026331,0.939849624,0.999302498,-0.012437701,0.010733975,37.71541686,16.21071318
5890,"Python, Docker, Scala",Kubernetes,0.013099281,0.939873418,0.999173518,-0.014775283,0.011608613,8.787525773,14.85274161
5891,"SQL, Open Source RDBMS",Python,0.014510651,0.94,0.999087869,-0.016363075,0.009887014,3.138362539,11.67467913
5892,"AWS, Docker, NoSQL",SQL,0.017333392,0.940191388,0.998917327,-0.019538658,0.013375091,4.378997397,13.13013717
5893,"Go, NoSQL","SQL, Java",0.012481807,0.940199336,0.999216506,-0.014069598,0.011407946,11.623304,15.36957566
5894,"Java, Kubernetes, Agile",Docker,0.018039077,0.940229885,0.998874849,-0.020332554,0.016132596,9.461976114,15.06824451
5895,"Python, Kubernetes, GCP",AWS,0.013893177,0.940298507,0.999130737,-0.01565739,0.011436386,5.655010095,13.96485908
5896,"SQL, Java, Go",Python,0.029197724,0.940340909,0.998203362,-0.032902571,0.019897607,3.139500726,11.74139159
5897,"Java, Agile, Go",Python,0.015304547,0.940379404,0.999045222,-0.017245181,0.010429912,3.139629248,11.74897255
5898,"Agile, Go",AWS,0.016715918,0.94044665,0.998959958,-0.018832973,0.013760435,5.655901034,13.99959754
5899,"SQL, Spark, Kafka",Python,0.010452962,0.94047619,0.999345692,-0.011776121,0.007123943,3.139952388,11.76807657
5900,"Scala, Spark, Kafka",Python,0.010452962,0.94047619,0.999345692,-0.011776121,0.007123943,3.139952388,11.76807657
5901,"AWS, Kubernetes, Agile",Docker,0.019538658,0.940552017,0.998790183,-0.022008556,0.0174744,9.465217879,15.14989509
5902,DHCP,DNS,0.014687073,0.940677966,0.999088027,-0.016539496,0.01424635,33.32498676,16.38130942
5903,"Docker, Agile, Go",Python,0.012614123,0.940789474,0.999216608,-0.014201914,0.008598163,3.140998341,11.83034152
5904,"Kubernetes, Agile, Go",Python,0.012658228,0.940983607,0.999216642,-0.014246019,0.008629058,3.14164649,11.86925712
5905,"SQL, Go",Java,0.031050148,0.941176471,0.998121344,-0.034931416,0.025347732,5.445086532,14.06157103
5906,"Python, Kubernetes, NoSQL",SQL,0.01698055,0.941320293,0.998960229,-0.019097605,0.013107475,4.384255344,13.38274048
5907,"Java, Go, Open Source RDBMS",Python,0.010629383,0.94140625,0.999345807,-0.011952543,0.007247522,3.143057562,11.95487143
5908,"SQL, Kubernetes, JavaScript",Docker,0.017024655,0.941463415,0.998960274,-0.01914171,0.015227742,9.474389703,15.38577456
5909,"Docker, Cloud Computing",Kubernetes,0.015613285,0.941489362,0.999045512,-0.017553919,0.013839579,8.80263435,15.26294391
5910,"AWS, Docker, Scala",Kubernetes,0.012084859,0.941580756,0.999259711,-0.01358444,0.010712123,8.803488858,15.28682211
5911,"NoSQL, Spark",Python,0.012834649,0.941747573,0.999216778,-0.014422441,0.008752638,3.144197131,12.02491951
5912,"Python, HTML/CSS",JavaScript,0.012128964,0.941780822,0.999259743,-0.013628545,0.011065059,11.40042529,15.75753488
5913,"SQL, Kubernetes, Software Engineering",Docker,0.012128964,0.941780822,0.999259743,-0.013628545,0.010849211,9.477583922,15.46965683
5914,"SQL, Docker, Go",Python,0.024302033,0.941880342,0.998538137,-0.027301195,0.016573953,3.144640405,12.05238934
5915,"Python, Docker, Azure",AWS,0.01292286,0.942122186,0.999216847,-0.014510651,0.010642078,5.665977808,14.40487952
5916,"SQL, TypeScript, HTML/CSS",Python,0.012217175,0.942176871,0.999259808,-0.013716756,0.008333319,3.145630421,12.11419647
5917,"SQL, AWS, Spark",Python,0.011511489,0.942238267,0.999302832,-0.01292286,0.00785221,3.145835404,12.12707295
5918,"Go, Open Source RDBMS","SQL, Kubernetes",0.011511489,0.942238267,0.999302832,-0.01292286,0.010939778,20.13512557,16.50234861
5919,"JavaScript, Go, HTML/CSS",Java,0.011555595,0.942446043,0.999302863,-0.012966965,0.009436248,5.452431523,14.37175275
5920,"JavaScript, TypeScript, HTML/CSS",Java,0.013760861,0.942598187,0.999174057,-0.015436863,0.011237466,5.453311738,14.40984524
5921,"Java, Hadoop, Hive",Python,0.01018833,0.942857143,0.999389126,-0.011423279,0.006951783,3.147901635,12.25841309
5922,"AWS, Go, NoSQL",Python,0.011643805,0.942857143,0.999302923,-0.013055176,0.007944895,3.147901635,12.25841309
5923,"SQL, NoSQL, RDBMS",Java,0.01018833,0.942857143,0.999389126,-0.011423279,0.00832056,5.4548099,14.47514665
5924,"SQL, AWS, Go",Python,0.026374983,0.943217666,0.9984554,-0.029550567,0.017999594,3.149105306,12.33624428
5925,"Kubernetes, Go, Open Source RDBMS",Python,0.011026331,0.943396226,0.999346063,-0.012349491,0.007525577,3.149701464,12.37515988
5926,"Docker, Go, Open Source RDBMS",Python,0.011070436,0.943609023,0.999346092,-0.012393596,0.007556472,3.150411923,12.4218586
5927,"SQL, Kubernetes, Go",Java,0.024390244,0.943686007,0.998581194,-0.027301195,0.019922843,5.459605214,14.68820076
5928,"Docker, RDBMS",SQL,0.010408856,0.944,0.99938926,-0.011643805,0.008041451,4.396736237,14.02313009
5929,"Docker, RDBMS","Java, Kubernetes",0.010408856,0.944,0.99938926,-0.011643805,0.009814573,17.51498527,16.89470169
5930,"Kubernetes, Docker, GCP",AWS,0.014201914,0.944281525,0.999174416,-0.015877916,0.011701121,5.678964195,14.96313259
5931,"AWS, Agile, Go",Python,0.015789706,0.944591029,0.999089016,-0.017642129,0.010782967,3.153690532,12.64200969
5932,"Docker, JavaScript, HTML/CSS",SQL,0.010541172,0.944664032,0.99938934,-0.011776121,0.008145358,4.399829003,14.19140765
5933,"AWS, Kubernetes, JavaScript",Docker,0.015877916,0.94488189,0.999089095,-0.01773034,0.014208102,9.508791428,16.34001424
5934,"AWS, Docker, NoSQL",Kubernetes,0.017421603,0.944976077,0.999003941,-0.019450448,0.01544977,8.835234055,16.23011473
5935,"SQL, Go, Open Source RDBMS",Python,0.011379173,0.945054945,0.999346291,-0.012702333,0.007772736,3.155239401,12.74874961
5936,"Kubernetes, Scala",Python,0.014422441,0.945086705,0.999174595,-0.016098443,0.009851645,3.155345438,12.7561231
5937,"Java, Docker, TypeScript",JavaScript,0.013716756,0.945288754,0.999217459,-0.015304547,0.012518041,11.44288944,16.76786388
5938,"SQL, Docker, Go",Java,0.024390244,0.945299145,0.998624129,-0.027212985,0.019930467,5.468937872,15.12135855
5939,"SQL, Kubernetes, Go",Python,0.024434349,0.945392491,0.998624188,-0.02725709,0.016693059,3.156366361,12.8275537
5940,"Python, NoSQL, RDBMS",Java,0.011467384,0.945454545,0.999346348,-0.012790544,0.009370908,5.469836925,15.16443935
5941,"Python, SQL, Go",Java,0.029197724,0.945714286,0.998374192,-0.032549729,0.023861239,5.471339627,15.23699647
5942,"Go, Open Source RDBMS",Python,0.011555595,0.945848375,0.999346405,-0.012878754,0.007896316,3.157888414,12.93554448
5943,"Go, Open Source RDBMS","SQL, Docker",0.011555595,0.945848375,0.999346405,-0.012878754,0.010988733,20.38519032,17.60983549
5944,"Data Analysis, R",Python,0.013893177,0.945945946,0.999217595,-0.015480969,0.009494116,3.158214171,12.95889384
5945,"SQL, AWS, Microsoft Azure",Python,0.010805804,0.945945946,0.999389499,-0.012040753,0.007384312,3.158214171,12.95889384
5946,"Java, Docker, NoSQL",Kubernetes,0.01698055,0.945945946,0.999046794,-0.018921184,0.015060607,8.844302034,16.52132492
5947,"Docker, Scala",Python,0.013937282,0.946107784,0.999217629,-0.015525074,0.009525011,3.158754498,12.99780944
5948,"Kubernetes, Agile, NoSQL",SQL,0.012393596,0.946127946,0.999303439,-0.013804966,0.009581118,4.406647273,14.57704373
5949,"Python, Go, NoSQL",AWS,0.011643805,0.946236559,0.999346462,-0.012966965,0.009597702,5.690721885,15.5072465
5950,"Kubernetes, Go, TypeScript",SQL,0.011643805,0.946236559,0.999346462,-0.012966965,0.009001781,4.407153144,14.6064923
5951,"Integrity, Confidentiality",Availability,0.013319808,0.946708464,0.999260612,-0.014819389,0.013077175,54.89698466,18.44110512
5952,"AWS, Kubernetes, Open Source RDBMS",SQL,0.011026331,0.946969697,0.999389632,-0.01226128,0.008526351,4.410567777,14.80842538
5953,"Kubernetes, HTML/CSS","SQL, Docker",0.011026331,0.946969697,0.999389632,-0.01226128,0.010486072,20.40935736,17.98219405
5954,"Kubernetes, HTML/CSS","Docker, JavaScript",0.011026331,0.946969697,0.999389632,-0.01226128,0.010712036,35.08275153,18.34814222
5955,"SQL, Kubernetes, Scala",Docker,0.012658228,0.947194719,0.999303621,-0.014069598,0.011330265,9.532066522,17.055694
5956,"Kubernetes, JavaScript, Go",SQL,0.012746438,0.947540984,0.999303682,-0.014157809,0.009858204,4.413228579,14.96969137
5957,"SQL, Docker, NoSQL",Kubernetes,0.018347815,0.9476082,0.999004846,-0.020376659,0.016276919,8.8598436,17.04550327
5958,"Spark, Hadoop, Hive",Python,0.011996648,0.947735192,0.99934669,-0.013319808,0.008205265,3.164187896,13.40253165
5959,"JavaScript, GCP",AWS,0.010408856,0.947791165,0.999432859,-0.011555595,0.008582764,5.700071373,15.96900074
5960,"Kubernetes, RDBMS","Java, Docker",0.010408856,0.947791165,0.999432859,-0.011555595,0.009826154,17.86306656,18.1375679
5961,"AWS, Docker, Open Source RDBMS",SQL,0.011290963,0.948148148,0.999389792,-0.012525912,0.008734165,4.416056484,15.1449805
5962,"NoSQL, Hadoop",Python,0.012173069,0.948453608,0.999346804,-0.013496229,0.008328845,3.166586461,13.58932651
5963,"SQL, Software Engineering, Go",Java,0.010585278,0.948616601,0.999432958,-0.011732016,0.008656519,5.488130694,16.09763562
5964,"Python, HTML/CSS",TypeScript,0.012217175,0.948630137,0.999346832,-0.013540334,0.011722996,24.72217367,18.71969891
5965,"Python, HTML/CSS","SQL, TypeScript",0.012217175,0.948630137,0.999346832,-0.013540334,0.011957589,47.0640943,19.07429395
5966,"AWS, Kubernetes, Go",Docker,0.026992458,0.948837209,0.998584784,-0.029903409,0.024165607,9.548595671,17.60323653
5967,"SQL, Java, GCP",AWS,0.013937282,0.948948949,0.999261062,-0.015436863,0.011495159,5.707034355,16.33116093
5968,R,Python,0.037048472,0.949152542,0.998089821,-0.041017951,0.025357273,3.168919981,13.77612138
5969,"Azure, GCP",AWS,0.024698981,0.949152542,0.998710398,-0.027345301,0.020372096,5.708258778,16.39655096
5970,"Java, Kubernetes, GCP",AWS,0.010717594,0.94921875,0.999433032,-0.011864332,0.008840165,5.708656955,16.41792847
5971,"SQL, Agile, Scala",Python,0.012437701,0.949494949,0.999346974,-0.013760861,0.008514214,3.17006317,13.86951881
5972,"SQL, AWS, Go",Java,0.026551405,0.949526814,0.998627022,-0.029374145,0.021718074,5.493396645,16.38793389
5973,"Docker, Agile, NoSQL",SQL,0.012481807,0.94966443,0.999347003,-0.013804966,0.00965986,4.423118655,15.60119966
5974,"Docker, Agile, NoSQL",AWS,0.012481807,0.94966443,0.999347003,-0.013804966,0.010296363,5.711337297,16.56329555
5975,"Docker, Agile, NoSQL",Kubernetes,0.012481807,0.94966443,0.999347003,-0.013804966,0.01107605,8.879068705,17.7418192
5976,"Docker, TypeScript, HTML/CSS",SQL,0.010011908,0.949790795,0.999476257,-0.011070436,0.007748669,4.423707209,15.64046443
5977,"Go, NoSQL",Java,0.012614123,0.950166113,0.999347088,-0.013937282,0.010319434,5.497095249,16.59816816
5978,"SQL, Docker, Scala",Kubernetes,0.012658228,0.950331126,0.999347116,-0.013981388,0.011233602,8.88530211,17.97996442
5979,"Docker, JavaScript, Go",SQL,0.012658228,0.950331126,0.999347116,-0.013981388,0.009798402,4.426223832,15.81061174
5980,"SQL, NoSQL, Scala",Java,0.011820227,0.95035461,0.999390111,-0.013055176,0.009670385,5.49818578,16.66118921
5981,"Kubernetes, Docker, HTML/CSS",SQL,0.011026331,0.950570342,0.999433205,-0.012173069,0.008535821,4.427337997,15.88712769
5982,"Kubernetes, Docker, HTML/CSS",JavaScript,0.011026331,0.950570342,0.999433205,-0.012173069,0.010068088,11.50682401,18.55952013
5983,"Kubernetes, Docker, RDBMS",SQL,0.01018833,0.950617284,0.999476348,-0.011246857,0.007887212,4.427556631,15.90222952
5984,"Docker, Agile, Go",SQL,0.012746438,0.950657895,0.999347173,-0.014069598,0.009867674,4.427745778,15.91531778
5985,"Java, Kubernetes, Open Source RDBMS",SQL,0.011908437,0.950704225,0.999390164,-0.013143386,0.009219065,4.427961566,15.93027578
5986,"Python, Kubernetes, JavaScript",Docker,0.017024655,0.950738916,0.999133411,-0.018788868,0.015245273,9.567733444,18.28280333
5987,"SQL, Docker, JavaScript",Kubernetes,0.017024655,0.950738916,0.999133411,-0.018788868,0.01510943,8.889114824,18.12880519
5988,"Kubernetes, HTML/CSS",SQL,0.011070436,0.950757576,0.99943323,-0.012217175,0.008570456,4.428210048,15.94753502
5989,"Kubernetes, HTML/CSS",JavaScript,0.011070436,0.950757576,0.99943323,-0.012217175,0.01010855,11.5090905,18.63008865
5990,"Python, Kubernetes, Scala",Java,0.013716756,0.951070336,0.999304348,-0.015128126,0.011223855,5.502326547,16.90490341
5991,"Docker, HTML/CSS",JavaScript,0.011158647,0.95112782,0.99943328,-0.012305385,0.010189474,11.51357237,18.77122569
5992,"Python, SQL, HTML/CSS",JavaScript,0.012040753,0.951219512,0.999390244,-0.013275702,0.010995066,11.51468233,18.80650995
5993,"AWS, Kubernetes, Scala",Docker,0.012084859,0.951388889,0.99939027,-0.013319808,0.010822637,9.574274424,18.52726024
5994,"Python, Docker, NoSQL",SQL,0.01640718,0.95140665,0.999176205,-0.018083183,0.012704559,4.431233148,16.16055034
5995,"SQL, Java, Microsoft Azure",Python,0.010364751,0.951417004,0.99947644,-0.011423279,0.007101784,3.176480302,14.41822873
5996,"Kubernetes, Open Source RDBMS",SQL,0.012966965,0.951456311,0.999347315,-0.014290125,0.010040852,4.431464448,16.17708287
5997,"Kubernetes, Open Source RDBMS","SQL, Docker",0.012966965,0.951456311,0.999347315,-0.014290125,0.012334617,20.50605412,19.64418471
5998,"Kubernetes, Docker, Open Source RDBMS",SQL,0.012966965,0.951456311,0.999347315,-0.014290125,0.010040852,4.431464448,16.17708287
5999,"SQL, Docker, Software Engineering",Kubernetes,0.012128964,0.951557093,0.999390297,-0.013363913,0.010765663,8.896764528,18.4349919
6000,"Java, Docker, Open Source RDBMS",SQL,0.012173069,0.951724138,0.999390324,-0.013408018,0.009426879,4.432711869,16.26683091
6001,"SQL, Kubernetes, Agile",Docker,0.017509813,0.952038369,0.999133824,-0.019274026,0.015682221,9.580810452,18.77815022
6002,"SQL, Java, TypeScript",JavaScript,0.016671812,0.952141058,0.99917642,-0.018347815,0.015225339,11.5258378,19.16863787
6003,"Snowflake, Redshift",Python,0.010585278,0.952380952,0.999476554,-0.011643805,0.007256258,3.179698621,14.71009571
6004,"Docker, Open Source RDBMS",SQL,0.013231597,0.952380952,0.999347486,-0.014554757,0.010248666,4.435771022,16.49120099
6005,Google Cloud,AWS,0.016848234,0.952618454,0.999176562,-0.018524236,0.013907418,5.729102972,17.59594185
6006,"SQL, Agile, Scala",Java,0.012481807,0.952861953,0.999390509,-0.013716756,0.010217612,5.512691773,17.54742267
6007,"Kubernetes, Agile, NoSQL",Docker,0.012481807,0.952861953,0.999390509,-0.013716756,0.01118014,9.589098561,19.10623712
6008,"Java, Go, Open Source RDBMS",Kubernetes,0.010761699,0.953125,0.999476645,-0.011820227,0.009554069,8.911423969,19.05161793
6009,"Kubernetes, Go, NoSQL",Java,0.011687911,0.95323741,0.999433576,-0.012834649,0.009568564,5.514863945,17.68831107
6010,"AWS, Go, NoSQL",Kubernetes,0.011776121,0.953571429,0.999433625,-0.01292286,0.010455277,8.915597938,19.23480656
6011,"Kubernetes, TypeScript, HTML/CSS",SQL,0.010011908,0.953781513,0.999519881,-0.010982226,0.007758139,4.442294214,16.99093435
6012,"Python, Docker, NoSQL",Kubernetes,0.016451286,0.953964194,0.999219563,-0.018039077,0.01460682,8.919270177,19.39891305
6013,"Kubernetes, Agile, Go",AWS,0.012834649,0.954098361,0.999390722,-0.014069598,0.010597869,5.738003218,18.16324955
6014,"Java, Kubernetes, RDBMS",SQL,0.010100119,0.954166667,0.999519923,-0.011070436,0.00782741,4.444088092,17.13371531
6015,"Python, Go, Open Source RDBMS",Kubernetes,0.011026331,0.954198473,0.999476782,-0.012084859,0.009790398,8.921460612,19.49814023
6016,"SQL, HTML/CSS",JavaScript,0.013937282,0.954682779,0.999347939,-0.015260442,0.012731281,11.5566058,20.24375542
6017,"AWS, Go, Scala",SQL,0.012084859,0.954703833,0.999433798,-0.013231597,0.009367077,4.446589975,17.3369036
6018,"Tableau, R",Python,0.018656552,0.954853273,0.999134798,-0.020420765,0.012804348,3.187952917,15.51564857
6019,"Python, Java, GCP",AWS,0.017818551,0.955082742,0.999177347,-0.019494553,0.014716394,5.743923347,18.56130524
6020,"Go, GCP","Python, AWS",0.013187492,0.955271565,0.999390934,-0.014422441,0.011766992,9.283700045,20.05664384
6021,"Spark, Kafka, Hadoop",Python,0.012393596,0.955782313,0.99943397,-0.013540334,0.00850974,3.191054687,15.84164153
6022,"SQL, Docker, HTML/CSS",JavaScript,0.010541172,0.956,0.999520133,-0.011511489,0.009630295,11.57255099,20.8497893
6023,"SQL, Go, Open Source RDBMS",Kubernetes,0.011511489,0.956043956,0.999477033,-0.012570017,0.010223666,8.938715305,20.31676443
6024,"SQL, Kubernetes, HTML/CSS",JavaScript,0.010585278,0.956175299,0.999520154,-0.011555595,0.009670757,11.57467301,20.93318845
6025,"Kubernetes, JavaScript, HTML/CSS",SQL,0.010585278,0.956175299,0.999520154,-0.011555595,0.008208403,4.453443416,17.9190106
6026,"SQL, Kubernetes, TypeScript",JavaScript,0.013540334,0.956386293,0.999391146,-0.014775283,0.012370768,11.57722713,21.03445886
6027,"AWS, Docker, Cloud Computing",Kubernetes,0.012614123,0.956521739,0.999434094,-0.013760861,0.011203649,8.943182429,20.54002558
6028,"Go, Open Source RDBMS",Kubernetes,0.011687911,0.9566787,0.999477124,-0.012746438,0.010381218,8.944649968,20.61444596
6029,"Go, Open Source RDBMS","Kubernetes, Docker",0.011687911,0.9566787,0.999477124,-0.012746438,0.010697518,11.8012928,21.21206942
6030,"Python, Go, NoSQL",Java,0.011776121,0.956989247,0.99947717,-0.012834649,0.009649151,5.53656984,19.23126626
6031,"Java, Go, Open Source RDBMS",Docker,0.010805804,0.95703125,0.999520258,-0.011776121,0.009683829,9.631056161,20.9601328
6032,"AWS, HTML/CSS",JavaScript,0.012790544,0.95709571,0.999434192,-0.013937282,0.011686561,11.58581475,21.38226084
6033,"AWS, Go, NoSQL",Java,0.011820227,0.957142857,0.999477193,-0.012878754,0.009685633,5.537458535,19.30019553
6034,"Docker, Agile, Go",AWS,0.012834649,0.957236842,0.999434217,-0.013981388,0.010605203,5.756878228,19.49629006
6035,"SQL, Azure, GCP",AWS,0.011864332,0.957295374,0.999477215,-0.01292286,0.009803561,5.757230241,19.52301195
6036,"Java, Docker, TypeScript",Kubernetes,0.013893177,0.957446809,0.999391357,-0.015128126,0.012341184,8.951831542,20.98654788
6037,"Machine Learning, Spark",Python,0.011952543,0.957597173,0.999477261,-0.01301107,0.008214001,3.197113931,16.51967097
6038,"Hadoop, Snowflake",Python,0.010011908,0.957805907,0.999563509,-0.010894015,0.006881045,3.197810828,16.60139373
6039,"Python, Agile, Azure",AWS,0.010011908,0.957805907,0.999563509,-0.010894015,0.008273821,5.760300619,19.75923345
6040,"SQL, AWS, HTML/CSS",JavaScript,0.011026331,0.957854406,0.999520363,-0.011996648,0.010075375,11.59499891,21.76718003
6041,"Python, Go, Open Source RDBMS",Docker,0.011070436,0.958015267,0.999520384,-0.012040753,0.009922165,9.640958789,21.45138591
6042,"Kubernetes, Docker, Scala",Python,0.013099281,0.958064516,0.999434365,-0.014246019,0.009004059,3.198674242,16.70377168
6043,"Java, Kubernetes, HTML/CSS",SQL,0.010144224,0.958333333,0.999563567,-0.011026331,0.007871515,4.463494591,18.84708684
6044,"Java, Docker, HTML/CSS",SQL,0.010144224,0.958333333,0.999563567,-0.011026331,0.007871515,4.463494591,18.84708684
6045,"Java, Azure, GCP",AWS,0.013187492,0.958333333,0.999434414,-0.01433423,0.010899376,5.763472591,20.00935033
6046,"Go, HTML/CSS","SQL, JavaScript",0.012217175,0.958477509,0.999477397,-0.013275702,0.011756744,26.53426197,23.21338891
6047,"Python, Go, HTML/CSS",JavaScript,0.011246857,0.958646617,0.999520467,-0.012217175,0.010277684,11.60458875,22.18417581
6048,"Kubernetes, Azure, GCP",AWS,0.010232435,0.958677686,0.999563605,-0.011114542,0.008457679,5.765543547,20.17609491
6049,"Python, Java, HTML/CSS",JavaScript,0.011290963,0.958801498,0.999520488,-0.01226128,0.010318146,11.60646362,22.26757497
6050,"Java, Docker, RDBMS",SQL,0.01027654,0.958847737,0.999563624,-0.011158647,0.007975422,4.465890455,19.08267543
6051,"Java, AWS, Spark",Python,0.012525912,0.959459459,0.999477557,-0.01358444,0.008615635,3.203331516,17.27852512
6052,"Python, Docker, Cloud Computing",Kubernetes,0.012525912,0.959459459,0.999477557,-0.01358444,0.01112959,8.970649206,22.02843323
6053,"Java, Docker, Scala",Python,0.01358444,0.959501558,0.999434635,-0.014731178,0.009343903,3.203472068,17.29648616
6054,"Docker, Go, TypeScript",JavaScript,0.011511489,0.959558824,0.999520593,-0.012481807,0.010520455,11.61563118,22.68457075
6055,"Data Analysis, Data Visualization, R",Python,0.010497067,0.959677419,0.999563719,-0.011379173,0.007220889,3.204059215,17.37192255
6056,"SQL, Go, Open Source RDBMS",Docker,0.011555595,0.95970696,0.999520614,-0.012525912,0.010359114,9.657983088,22.35201662
6057,"Docker, Go, NoSQL",AWS,0.011555595,0.95970696,0.999520614,-0.012525912,0.009553494,5.77173366,20.69148727
6058,"SQL, Docker, TypeScript",JavaScript,0.01367265,0.959752322,0.999434684,-0.014819389,0.012495797,11.61797352,22.79363119
6059,"SQL, AWS, TypeScript",JavaScript,0.014731178,0.959770115,0.99939186,-0.015966127,0.013463237,11.6181889,22.80371241
6060,"Python, Agile, Go",AWS,0.015789706,0.959785523,0.999349128,-0.017112866,0.013054234,5.772206143,20.7319102
6061,"Java, Kubernetes, Scala",Python,0.013716756,0.959876543,0.999434709,-0.014863494,0.009436588,3.204724027,17.45813557
6062,"Go, Open Source RDBMS",Docker,0.011732016,0.960288809,0.999520697,-0.012702333,0.010518004,9.663838508,22.67951869
6063,"Kubernetes, Go, NoSQL",AWS,0.011776121,0.960431655,0.999520718,-0.012746438,0.009737352,5.776092018,21.07045224
6064,"SQL, Docker, Cloud Computing",Kubernetes,0.010717594,0.960474308,0.999563814,-0.0115997,0.009524116,8.980137729,22.59402814
